Word,Age of Acquisition Rating,Familiarity,Concreteness,Imageability,Meaningfulness: Coloradao Norms,Meaningfulness: Pavio Norms,AoA_Count,Familiarity_Count,Concreteness_Count,Imageability_Count,Meaningfulness_Colorado_Count,Meaningfulness_Paivio_Count,AoA_Std,Familiarity_Std,Concreteness_Std,Imageability_Std,Meaningfulness_Colorado_Std,Meaningfulness_Paivio_Std,AoA_Range,Familiarity_Range,Concreteness_Range,Imageability_Range,Meaningfulness_Colorado_Range,Meaningfulness_Paivio_Range,Source_Count,Source_Row_Count,Source_Words,Review_Required,Review_Reasons
anstieg,419.0,568.0,341.5,403.5,473.0,,2,4,4,4,2,0,0.0,22.0,26.5,47.5,0.0,,0.0,44,53.0,95.0,0.0,,2,4,INCREASE;RISE,yes,multiple_english_sources
anstoß,644.0,353.0,278.0,272.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,IMPETUS,no,
anstrengung,411.0,521.0,305.3333,393.0,,583.3333,2,3,3,3,0,3,0.0,90.5097,13.1993,36.7696,,11.7851,0.0,192,28.0,78.0,,25.0,2,3,EFFORT;EXERTION,yes,high_familiarity_range;high_familiarity_std;multiple_english_sources
ansturm,600.0,338.0,346.0,374.0,,584.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,ONSLAUGHT,no,
anstößig,,521.0,,378.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,OFFENSIVE,no,
antagonismus,636.0,417.0,288.0,378.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ANTAGONISM,no,
anteil,511.0,529.0,305.0,329.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,PROPORTION,no,
antik,439.0,484.0,492.0,549.0,405.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,ANTIQUE,no,
antitoxin,,214.0,531.0,388.0,,567.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,ANTITOXIN,no,
antrag,,541.0,367.0,416.0,454.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MOTION,no,
antwort,294.0,570.8,397.0,353.2,466.0,604.0,2,5,2,5,2,2,0.0,28.01,0.0,12.3515,0.0,0.0,0.0,61,0.0,27.0,0.0,0.0,3,5,ANSWER;REPLY;RESPONSE,yes,multiple_english_sources
anwalt,481.0,520.0,569.0,557.0,457.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,LAWYER,no,
anwesenheit,456.0,514.0,326.0,339.0,402.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,PRESENCE,no,
anzeige,427.0,544.6667,402.0,415.3333,,,3,3,3,3,0,0,38.1838,31.5841,84.8528,53.2687,,,81.0,67,180.0,113.0,,,2,3,DISPLAY;INDICATION,yes,high_concreteness_range;high_concreteness_std;multiple_english_sources
anzeigen,,559.0,402.0,424.0,458.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SHOW,no,
anzug,,543.0,545.0,536.0,452.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SUIT,no,
anzüglich,,290.0,,324.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,LEWD,no,
apathie,,472.0,364.0,376.0,377.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,APATHY,no,
apfel,211.0,598.0,620.0,637.0,451.0,767.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,APPLE,no,
apfelwein,431.0,507.0,626.0,626.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CIDER,no,
aprikose,386.0,428.0,638.0,591.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,APRICOT,no,
arbeit,506.0,581.0,404.0,441.0,558.0,,3,6,6,6,3,0,0.0,22.0,2.0,17.0,0.0,,0.0,44,4.0,34.0,0.0,,2,6,LABOUR;WORK,yes,multiple_english_sources
arbeiter,,365.0,440.0,455.0,390.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,PEON,no,
arbeitnehmer,308.0,587.0,532.0,486.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,WORKER,no,
arche,,417.0,561.0,517.0,392.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ARK,no,
argumentieren,,564.0,,412.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,ARGUE,no,
arm,192.0,608.0,592.0,593.0,428.0,692.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,ARM,no,
armband,,547.0,602.0,606.0,461.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,BRACELET,no,
armee,317.0,555.0,543.0,578.0,515.0,688.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,ARMY,no,
armenhaus,,295.0,549.0,419.0,,488.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,WORKHOUSE,no,
armut,,529.0,343.0,502.0,,544.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,POVERTY,no,
aromatisch,,307.0,,443.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,AROMATIC,no,
array,,383.0,371.0,365.0,,417.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,ARRAY,no,
arrogant,,407.0,,402.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,ARROGANT,no,
arsenals,672.0,194.0,411.0,213.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,PANOPLY,no,
art,,567.75,316.5,372.75,437.5,,0,4,4,4,4,0,,12.5574,11.2583,17.7535,40.7032,,,29,26.0,41.0,94.0,,2,4,KIND;MANNER,yes,multiple_english_sources
artikel,406.0,540.2,453.2,389.8,398.0,496.0,5,5,5,5,3,3,0.0,5.8788,21.0656,25.4747,0.0,0.0,0.0,12,43.0,52.0,0.0,0.0,2,5,ARTICLE;ITEM,yes,multiple_english_sources
arzt,561.0,522.5,574.0,586.0,544.0,662.0,2,4,4,4,2,4,0.0,50.5,1.0,14.0,0.0,70.0,0.0,101,2.0,28.0,0.0,140.0,2,4,DOCTOR;PHYSICIAN,yes,multiple_english_sources
asbest,578.0,427.0,578.0,513.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ASBESTOS,no,
asche,343.0,438.0,581.0,536.0,364.5,,2,4,4,4,4,0,0.0,56.0,2.0,17.0,14.5,,0.0,112,4.0,34.0,29.0,,2,4,ASH;CINDER,yes,multiple_english_sources
aschfahl,,274.0,351.0,395.0,283.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,ASHEN,no,
aspekt,547.0,482.0,217.0,233.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,ASPECT,no,
asphalt,,488.0,583.0,569.0,385.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,ASPHALT,no,
aspirin,,546.0,574.0,542.0,445.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,ASPIRIN,no,
assemblage,,286.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,ASSEMBLAGE,no,
assistent,,473.0,473.0,551.0,410.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,WIZARD,no,
aster,631.0,205.0,447.0,224.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ASTER,no,
astrolabium,697.0,126.0,391.0,150.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ASTROLABE,no,
astronomie,489.0,391.0,419.0,483.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ASTRONOMY,no,
asymptote,,281.0,,,,,0,2,0,0,0,0,,0.0,,,,,,0,,,,,1,2,ASYMPTOTE,no,
atem,331.0,572.0,479.0,480.0,445.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,BREATH,no,
atmosphäre,517.0,540.0,385.0,444.0,,717.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,ATMOSPHERE,no,
atom,,513.0,481.0,499.0,426.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ATOM,no,
attribut,,421.0,266.0,295.0,,383.0,0,3,3,3,0,3,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,3,ATTRIBUTE,no,
auch,,595.0,208.0,261.0,297.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,TOO,no,
auf,,602.8571,276.0,286.8571,312.2857,,0,7,7,7,7,0,,17.6184,22.1359,29.8158,35.2368,,,39,49.0,66.0,78.0,,2,7,ON;UPON,yes,multiple_english_sources
aufbewahrt,,531.0,264.0,300.0,370.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,KEPT,no,
aufdecken,,446.0,,346.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,EXPOSE,no,
aufgabe,392.0,514.0,409.0,410.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,TASK,no,
aufgeben,,487.25,289.0,380.5,380.0,,0,4,1,4,1,0,,39.4042,,25.1147,,,,91,0.0,58.0,0.0,,2,4,ABANDON;RELINQUISH,yes,multiple_english_sources
aufgeräumt,,490.0,311.0,478.0,472.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,TIDY,no,
aufgeschlossen,,487.0,323.0,302.0,405.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,RECEPTIVE,no,
aufgewachsen,,545.0,,376.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,RAISED,no,
auflösung,550.0,433.0,265.0,316.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,RESOLUTION,no,
aufmerksam,,479.0,,352.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,ATTENTIVE,no,
aufrecht,436.0,480.0,348.0,453.0,411.0,,5,5,5,5,5,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,5,UPRIGHT,no,
aufregung,400.0,535.0,282.0,452.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,EXCITEMENT,no,
aufrichtig,,529.0,,407.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,SINCERE,no,
aufruhr,508.5,420.5,383.5,455.0,,,4,4,4,4,0,0,52.5,69.5,30.5,93.0,,,105.0,139,61.0,186.0,,,2,4,CLAMOUR;RIOT,yes,high_imageability_range;high_imageability_std;multiple_english_sources
aufsatz,450.0,578.0,527.0,564.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,ESSAY,no,
aufstand,,497.0,400.0,502.0,,560.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,REVOLT,no,
aufsteigen,,496.0,366.0,436.0,470.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SOAR,no,
auftreten,617.0,302.0,257.0,235.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DEMEANOUR,no,
auftritt,564.0,425.0,525.0,437.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,GIG,no,
aufwärts,,507.0,,366.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,UPWARDS,no,
aufzeichnung,322.0,609.0,558.0,591.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,RECORD,no,
aufzug,311.0,555.0,461.0,482.0,415.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,LIFT,no,
aufzählungszeichen,,517.0,595.0,611.0,,768.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,BULLET,no,
auge,167.0,611.0,634.0,603.0,483.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,EYE,no,
aurora,636.0,254.0,346.0,345.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,AURORA,no,
aus,,609.2,255.8,299.9,373.6,,0,10,10,10,10,0,,1.833,38.4936,39.8684,44.9092,,,4,84.0,87.0,98.0,,2,10,FROM;OFF,yes,multiple_english_sources
ausarbeitung,578.0,403.0,288.0,325.0,411.0,436.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,ELABORATION,no,
ausblenden,256.0,515.0,451.0,430.0,388.0,563.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,HIDE,no,
ausbrechen,,466.0,,460.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,ERUPT,no,
ausbruch,444.0,471.0,358.0,359.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,OUTBREAK,no,
ausdruck,,527.0,297.0,386.0,,613.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,EXPRESSION,no,
ausdrücklich,467.0,530.0,402.0,456.0,,,4,4,4,4,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,4,EXPRESS,no,
ausfallschritt,508.0,394.0,376.0,459.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,LUNGE,no,
ausfällen,633.0,429.0,350.0,426.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,PRECIPITATE,no,
ausfüllen,,521.0,372.0,415.0,372.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,FILL,no,
ausgabe,,493.0,439.0,348.5,,588.0,0,2,1,2,0,1,,6.0,,24.5,,,,12,0.0,49.0,,0.0,2,2,EDITION;OUTPUT,yes,multiple_english_sources
ausgang,,119.0,,251.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,EGRESS,no,
ausgangssperre,,475.0,426.0,471.0,425.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CURFEW,no,
ausgefallen,,537.0,,384.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,FANCY,no,
ausgehend,,524.0,,352.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,OUTGOING,no,
ausgelassen,,368.0,,404.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,BOISTEROUS,no,
ausgereift,,570.0,,363.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,MATURE,no,
ausgewrungen,,383.0,361.0,352.0,315.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,WRUNG,no,
ausgezeichnet,,539.0,,402.5,,,0,6,0,6,0,0,,48.0,,36.5,,,,96,,73.0,,,2,6,DECORATED;EXCELLENT,yes,multiple_english_sources
auslauf,,433.0,468.0,466.0,295.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SPOUT,no,
ausleger,,245.0,,,,,0,2,0,0,0,0,,0.0,,,,,,0,,,,,1,2,JIB,no,
ausländer,447.0,499.0,492.0,516.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,FOREIGNER,no,
ausländisch,,539.0,,404.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,FOREIGN,no,
ausmaß,489.0,510.0,267.0,248.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,EXTENT,no,
ausnahme,472.0,512.0,260.0,232.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,EXCEPTION,no,
ausrichten,,526.0,289.0,336.0,400.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,JUSTIFY,no,
ausrottung,,346.0,340.0,422.0,,496.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,EXTERMINATION,no,
ausrüstung,447.0,543.0,532.0,410.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,EQUIPMENT,no,
ausschlag,,485.0,523.0,520.0,403.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,RASH,no,
ausschluss,547.0,399.3333,319.0,354.6667,373.0,532.0,1,3,3,3,1,1,,35.6121,28.7054,20.854,,,0.0,87,66.0,49.0,0.0,0.0,3,3,ELIMINATION;EXCLUSION;EXPULSION,yes,multiple_english_sources
ausschreibung,,510.0,,429.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,TENDER,no,
ausschuss,517.0,532.0,498.0,481.0,,595.0,3,3,3,3,0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,3,COMMITTEE,no,
aussehen,,578.0,358.0,425.0,,568.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,APPEARANCE,no,
aussprache,678.0,238.0,252.0,216.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ENUNCIATION,no,
ausstellung,,464.0,,376.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,EXHIBIT,no,
ausstrahlung,661.0,261.0,282.0,270.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,EMANATION,no,
austausch,443.0,504.0,356.0,394.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,EXCHANGE,no,
austern,,453.0,573.0,521.0,366.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,OYSTER,no,
auswahl,439.0,523.0,328.0,311.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,SELECTION,no,
auswendig,,249.0,295.0,264.0,235.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,ROTE,no,
auswerten,,502.0,388.0,340.0,372.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,EVALUATE,no,
auswirkung,,464.0,379.0,456.0,,571.0,0,4,4,4,0,4,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,4,IMPACT,no,
auswählen,,535.0,405.0,364.8571,395.5,,0,7,4,7,4,0,,7.8921,97.0,93.8044,34.5,,,19,194.0,214.0,69.0,,3,7,CHOOSE;PICK;SELECT,yes,high_concreteness_range;high_concreteness_std;high_imageability_range;high_imageability_std;multiple_english_sources
authentisch,,477.0,276.0,428.0,470.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,AUTHENTIC,no,
auto,411.5,500.5,610.75,630.5,553.0,621.5,4,4,4,4,1,4,123.8416,77.0763,6.4952,4.3301,,9.5263,286.0,178,15.0,10.0,0.0,22.0,2,4,AUTOMOBILE;CAR,yes,high_aoa_range;high_aoa_std;high_familiarity_range;high_familiarity_std;multiple_english_sources
autobahn,436.0,488.0,575.0,581.0,489.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,HIGHWAY,no,
autor,414.0,554.0,502.0,460.0,502.0,524.0,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,3,AUTHOR,no,
außenbereich,486.0,454.0,474.0,397.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,EXTERIOR,no,
außenposten,481.0,368.0,462.0,378.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,OUTPOST,no,
außenseiter,,468.0,468.0,518.0,,456.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,OUTSIDER,no,
außerdem,,552.0,194.0,264.0,333.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,ALSO,no,
axil,,323.0,467.0,389.0,289.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,AXIL,no,
axiom,,318.0,306.0,311.0,255.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,AXIOM,no,
axt,311.0,461.0,623.0,597.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,AXE,no,
aß,,562.0,385.0,364.0,403.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,ATE,no,
baby,,597.0,589.0,608.0,573.0,704.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,BABY,no,
bach,375.0,384.0,611.0,597.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,BROOK,no,
bachelor-studium,639.0,530.0,500.0,518.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,UNDERGRADUATE,no,
backen,,549.0,,495.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,BAKE,no,
backofen,236.0,577.0,593.0,599.0,407.0,808.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,OVEN,no,
bad,172.0,599.0,600.0,601.0,477.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,BATH,no,
bahnhof,300.0,548.0,572.0,554.0,485.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,STATION,no,
bajonett,500.0,293.0,600.0,548.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,BAYONET,no,
bakterien,,460.0,560.0,505.0,437.0,612.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,BACTERIA,no,
bald,,547.0,261.0,278.0,307.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SOON,no,
balken,394.0,476.0,502.0,539.0,386.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,BEAM,no,
ball,150.0,575.0,615.0,622.0,515.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,BALL,no,
ballen,,386.0,462.0,473.0,278.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,BALE,no,
ballon,,520.0,623.0,583.0,394.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,BALLOON,no,
banalität,,175.0,292.0,255.0,213.0,312.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,BANALITY,no,
banane,,576.0,633.0,644.0,449.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,BANANA,no,
band,261.0,517.5,595.0,571.0,477.0,,4,4,4,4,2,0,25.0,37.5,5.0,8.0,0.0,,50.0,75,10.0,16.0,0.0,,2,4,BAND;RIBBON,yes,multiple_english_sources
bande,336.0,515.0,492.0,535.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,GANG,no,
bandit,,388.0,547.0,562.0,,692.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,BANDIT,no,
bank,311.0,530.5,593.5,557.5,465.0,,2,4,4,4,2,0,0.0,42.5,20.5,2.5,0.0,,0.0,85,41.0,5.0,0.0,,2,4,BANK;BENCH,yes,multiple_english_sources
banker,392.0,524.0,547.0,565.0,427.0,656.0,1,1,1,1,1,1,,,,,,,0.0,0,0.0,0.0,0.0,0.0,1,1,BANKER,no,
banner,,381.0,567.0,569.0,,620.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,BANNER,no,
bar,,592.0,565.0,596.0,500.0,608.0,0,3,3,3,3,3,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,3,BAR,no,
barb,528.0,302.0,527.0,448.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,BARB,no,
barde,,224.0,395.0,406.0,249.0,480.0,0,2,2,2,2,2,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,2,BARD,no,
bargeld,,592.0,547.0,588.0,,721.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,CASH,no,
barmherzigkeit,,460.0,239.0,373.0,,520.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,MERCY,no,
baron,472.0,339.0,513.0,498.0,,572.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,BARON,no,
barsch,414.0,396.0,576.0,462.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,PERCH,no,
bart,,538.0,580.0,630.0,434.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,BEARD,no,
basilisk,,79.0,,,,,0,2,0,0,0,0,,0.0,,,,,,0,,,,,1,2,BASILISK,no,
basis,369.0,520.0,441.0,436.0,398.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,BASE,no,
baskenmütze,,419.0,578.0,517.0,392.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,BERET,no,
bass,,540.0,547.0,544.0,421.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,BASS,no,
